year,last_name, first_name,pitcher_id,team_name,team_name_abbrev,pitch_hand,avg_speed,pitches_thrown,total_pitches,pitches_per_game,pitch_per,pitch_type,pitch_type_name,pitcher_break_z,league_break_z,diff_z,rise,pitcher_break_x,league_break_x,diff_x,tail,percent_rank_diff_z,percent_rank_diff_x
2022,Sandoval, Patrick,663776,Angels,LAA,L,78.6,229,2456,15.16049383,0.093241042,CUKC,Curveball,56.5,-55.5,1,2,7.6,8.1,-0.5,-6,0.570212766,0.455319149
2022,Contreras, Roansy,672710,Pirates,PIT,R,78.9,228,1588,9.802469136,0.143576826,CUKC,Curveball,56.7,-54.3,2.3,4,8.9,8.9,0,0,0.70212766,0.54893617
2022,Edwards Jr., Carl,605218,Nationals,WSH,R,80.2,228,1014,6.259259259,0.224852071,CUKC,Curveball,52.7,-52.9,-0.1,0,7.9,7.4,0.6,8,0.455319149,0.612765957
2022,Ohtani, Shohei,660271,Angels,LAA,R,77.7,227,2629,16.22839506,0.086344618,CUKC,Curveball,59.5,-57.2,2.3,4,11.2,8.8,2.4,28,0.70212766,0.782978723
2022,Gore, MacKenzie,669022,Padres,SD,L,80.8,226,1258,7.765432099,0.179650238,CUKC,Curveball,52.3,-51.2,1.1,2,0.6,8.5,-7.9,-93,0.587234043,0.012765957
2022,Hernández, Carlos,672578,Royals,KC,R,82.1,225,1035,6.388888889,0.217391304,CUKC,Curveball,45.1,-50.5,-5.4,-11,3.1,7.1,-4,-57,0.106382979,0.119148936
2022,Plesac, Zach,668676,Guardians,CLE,R,79.3,223,2153,13.29012346,0.103576405,CUKC,Curveball,52.8,-54.2,-1.5,-3,1.9,7.9,-6,-76,0.344680851,0.042553191
2022,Ortega, Oliver,661383,Angels,LAA,R,82.3,223,567,3.5,0.39329806,CUKC,Curveball,48.5,-50.5,-2,-4,6.3,7,-0.7,-10,0.29787234,0.429787234
2022,Peralta, Freddy,642547,Brewers,MIL,R,75.8,223,1353,8.351851852,0.164818921,CUKC,Curveball,51.2,-56.1,-4.9,-9,5.6,13.7,-8.1,-59,0.131914894,0.008510638
2022,Syndergaard, Noah,592789,Phillies,PHI,R,76.4,220,2026,12.50617284,0.108588351,CUKC,Curveball,47.8,-58.8,-11,-19,11.3,9.3,2,21,0.004255319,0.74893617
2022,Falter, Bailey,663559,Phillies,PHI,L,76.6,219,1295,7.99382716,0.169111969,CUKC,Curveball,53.4,-56.1,-2.6,-5,7.6,11.4,-3.8,-33,0.229787234,0.131914894
2022,Crawford, Kutter,676710,Red Sox,BOS,R,79.7,219,1296,8,0.168981481,CUKC,Curveball,57.5,-53.3,4.2,8,9.2,8.3,1,12,0.846808511,0.676595745
2022,López, Jorge,605347,Twins,MIN,R,84.1,218,1161,7.166666667,0.187769165,CUKC,Curveball,50.8,-47.4,3.3,7,9.2,6.7,2.5,37,0.782978723,0.795744681
2022,Cabrera, Génesis,650893,Cardinals,STL,L,79.3,218,736,4.543209877,0.296195652,CUKC,Curveball,53.8,-53.8,0.1,0,9.1,8.4,0.7,9,0.472340426,0.638297872
2022,Walker, Taijuan,592836,Mets,NYM,R,75,217,2500,15.43209877,0.0868,CUKC,Curveball,60.5,-61.3,-0.8,-1,7,9.1,-2.1,-23,0.408510638,0.268085106
2022,Crismatt, Nabil,622503,Padres,SD,R,73.2,216,1062,6.555555556,0.203389831,CUKC,Curveball,65.2,-63.5,1.7,3,13.4,13,0.4,3,0.65106383,0.587234043
2022,Houser, Adrian,605288,Brewers,MIL,R,81.1,216,1848,11.40740741,0.116883117,CUKC,Curveball,55.6,-51.5,4,8,6.7,8,-1.3,-17,0.821276596,0.370212766
2022,Knebel, Corey,608349,Phillies,PHI,R,78.7,216,795,4.907407407,0.271698113,CUKC,Curveball,62.5,-54.4,8.1,15,10.3,9.2,1.2,13,0.995744681,0.689361702
2022,Velasquez, Vince,592826,White Sox,CWS,R,81.5,216,1286,7.938271605,0.167962675,CUKC,Curveball,50.6,-50,0.6,1,4.4,9.2,-4.7,-52,0.531914894,0.085106383
